ID,basionymID,scientificName,authorship,rank,uninomial,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,referenceID,publishedInPage,publishedInYear,code,status,remarks,link
8895,8896,Pseudotelphusa tessella,"(Linnaeus, 1758)",species,,Pseudotelphusa,,tessella,,,233,1983,ICZN,,"For a discussion of the authorship and synonymy see Robinson & Nielsen (1983: 233). A name proposed for Tinea scopolella L. sensu Hübner, 1796: ???, pl. 21, fig. 145.",
8896,8896,Phalaena (Tinea) tessella,"Linnaeus, 1758",species,,Phalaena,Tinea,tessella,,6869,,,ICZN,,,
8897,8897,Tinea albinigrella,"[Denis & Schiffermüller], 1775",species,,Tinea,,albinigrella,,6870,,,ICZN,,,
8898,8898,Scythropia sturmella,"Hübner, [1825]",species,,Scythropia,,sturmella,,6871,,,ICZN,,,
8899,8899,Chionodes berberidella,"Hübner, [1825]",species,,Chionodes,,berberidella,,6872,,,ICZN,,,
8900,8900,Tinea funestella,"Geyer, [1832]",species,,Tinea,,funestella,,6873,,,ICZN,,,
8901,8901,Gelechia alboquadrella,"Bruand, 1859",species,,Gelechia,,alboquadrella,,6874,,,ICZN,,,
8902,8902,Pseudotelphusa tornimacula,"Janse, 1958",species,,Pseudotelphusa,,tornimacula,,6875,,,ICZN,,,
8903,8904,Pseudotelphusa trimaculata,"(Janse, 1960)",species,,Pseudotelphusa,,trimaculata,,,,,ICZN,,,
8904,8904,Ptychovalva trimaculata,"Janse, 1960",species,,Ptychovalva,,trimaculata,,6876,,,ICZN,,,
8905,8906,Pseudotelphusa trinephela,"(Meyrick, 1929)",species,,Pseudotelphusa,,trinephela,,,,,ICZN,,,
8906,8906,Telphusa trinephela,"Meyrick, 1929",species,,Telphusa,,trinephela,,6877,,,ICZN,,,
8907,8907,Psoricoptera,"Stainton, 1854",genus,Psoricoptera,,,,,6878,,,ICZN,,"Nye & Fletcher (1991, Generic Names Moths World) stated:- Psoricoptera was the spelling in general use and was chosen as the correct original spelling by Sattler, 1973, Bull. Br. Mus. nat. Hist. (Ent.) 28: 243.",
8908,8908,Phoricoptera,"Stainton, 1854",genus,Phoricoptera,,,,,6879,,,ICZN,,,
8909,8909,Psoricoptera arenicolor,"M.M. Omelko, 1999",species,,Psoricoptera,,arenicolor,,6880,,,ICZN,,,
8910,8911,Psoricoptera gibbosella,"(Zeller, 1839)",species,,Psoricoptera,,gibbosella,,8878,,,ICZN,,"PCA: JTK]. As Hypatima triorthias, on leaves, Quercus variabilis (as Quercus variabilis) [Fagaceae]. Japan (Teramoto DB, 1996). [CR: N; NCA: MOJ].",
8911,8911,Gelechia (Chelaria) gibbosella,"Zeller, 1839",species,,Gelechia,Chelaria,gibbosella,,8878,,,ICZN,,,
8912,8912,Lita lepigreella,"Lucas, 1946",species,,Lita,,lepigreella,,6882,,,ICZN,,,
8913,8913,Chelaria triorthias,"Meyrick, 1935",species,,Chelaria,,triorthias,,6883,,,ICZN,,,
8914,8914,Psoricoptera kawabei,"Park & Karsholt, 1999",species,,Psoricoptera,,kawabei,,6884,,,ICZN,,,
8915,8915,Psoricoptera latignathosa,"Park & Karsholt, 1999",species,,Psoricoptera,,latignathosa,,6885,,,ICZN,,,
8916,8916,Psoricoptera speciosella,"Teich, 1893",species,,Psoricoptera,,speciosella,,6886,,,ICZN,,,
8917,8917,Ptilostonychia,"Walsingham, 1911",genus,Ptilostonychia,,,,,6887,,,ICZN,,,
8918,8918,Ptilonostychia,"Fletcher, 1929",genus,Ptilonostychia,,,,,6888,,,ICZN,,,
8919,8919,Ptilostonychia plicata,"Walsingham, 1911",species,,Ptilostonychia,,plicata,,6889,,,ICZN,,,
8920,8920,Ptocheuusa,"Heinemann, 1870",genus,Ptocheuusa,,,,,6890,,,ICZN,,,
8921,8921,Ptochenusa,"Kirby, 1871",genus,Ptochenusa,,,,,6891,,,ICZN,,,
8922,8922,Syneunetis,"Wallengren, 1881",genus,Syneunetis,,,,,6892,,,ICZN,,,
8923,8923,Ptocheusa,"Constant, 1892",genus,Ptocheusa,,,,,6893,,,ICZN,,,
8924,8924,Ptocherusa,"Crombrugghe, 1906",genus,Ptocherusa,,,,,6894,,,ICZN,,,
8925,8925,Syneuntis,"Fletcher, 1929",genus,Syneuntis,,,,,6895,,,ICZN,,,
8926,8926,Ptochuusa,"Le Marchand, 1947",genus,Ptochuusa,,,,,6896,,,ICZN,,,
8927,8928,Ptocheuusa abnormella,"(Herrich-Schäffer, 1854)",species,,Ptocheuusa,,abnormella,,,,,ICZN,,,
8928,8928,Anacampsis abnormella,"Herrich-Schäffer, 1854",species,,Anacampsis,,abnormella,,6897,,,ICZN,,,
8929,8929,Gelechia (Brachmia) abnormella,"Heydenreich, 1851",species,,Gelechia,Brachmia,abnormella,,6898,,,ICZN,,,
8930,8930,Ptocheuusa albidella,"Rebel, 1903",species,,Ptocheuusa,,albidella,,6899,,,ICZN,,,
8931,8932,Ptocheuusa albiramis,"(Meyrick, 1923)",species,,Ptocheuusa,,albiramis,,6900,,,ICZN,,,
8932,8932,Apatetris albiramis,"Meyrick, 1923",species,,Apatetris,,albiramis,,6901,,,ICZN,,,
8933,8934,Ptocheuusa asterisci,"(Walsingham, 1903)",species,,Ptocheuusa,,asterisci,,6902,,,ICZN,,,
8934,8934,Apodia asterisci,"Walsingham, 1903",species,,Apodia,,asterisci,,6903,,,ICZN,,,
8935,8935,Ptocheuusa cuprimarginella,"Chrétien, 1915",species,,Ptocheuusa,,cuprimarginella,,6904,,,ICZN,,,
8936,8936,Ptocheuusa dresnayella,"Lucas, 1945",species,,Ptocheuusa,,dresnayella,,,,,ICZN,,,
8937,8937,Ptocheusa dresnayella,"Lucas, 1945",species,,Ptocheusa,,dresnayella,,6905,,,ICZN,,,
8938,8939,Ptocheuusa guimarensis,"(Walsingham, 1908)",species,,Ptocheuusa,,guimarensis,,,,,ICZN,,,
8939,8939,Apodia guimarensis,"Walsingham, 1908",species,,Apodia,,guimarensis,,6906,,,ICZN,,,
8940,8940,Ptocheuusa innotatella,"Chrétien, 1915",species,,Ptocheuusa,,innotatella,,6907,,,ICZN,,,
8941,8942,Ptocheuusa inopella,"(Zeller, 1839)",species,,Ptocheuusa,,inopella,,8878,,,ICZN,,,
8942,8942,Gelechia (Brachmia) inopella,"Zeller, 1839",species,,Gelechia,Brachmia,inopella,,8878,,,ICZN,,,
8943,8943,Ptocheuusa amesella,"Chrétien, 1908",species,,Ptocheuusa,,amesella,,6909,,,ICZN,,,
8944,8945,Ptocheuusa leucoglypta,"(Meyrick, 1918)",species,,Ptocheuusa,,leucoglypta,,6910,,,ICZN,,,
8945,8945,Apatetris leucoglypta,"Meyrick, 1918",species,,Apatetris,,leucoglypta,,6911,,,ICZN,,,
8946,8947,Ptocheuusa minimella,"(Rebel, 1936)",species,,Ptocheuusa,,minimella,,,,,ICZN,,,
8947,8947,Xystophora minimella,"Rebel, 1936",species,,Xystophora,,minimella,,6912,,,ICZN,,,
8948,8949,Ptocheuusa paupella,"(Zeller, 1847)",species,,Ptocheuusa,,paupella,,,,,ICZN,,,
8949,8949,Gelechia paupella,"Zeller, 1847",species,,Gelechia,,paupella,,6913,,,ICZN,,,
8950,8950,Aphelosetia inulella,"Curtis, 1850",species,,Aphelosetia,,inulella,,6914,,,ICZN,,,
8951,8951,Gelechia (Brachmia) melanolepidella,"Heydenreich, 1851",species,,Gelechia,Brachmia,melanolepidella,,6915,,,ICZN,,,
8952,8952,Cephalispheira perniveella,"Bruand, 1859",species,,Cephalispheira,,perniveella,,6916,,,ICZN,,,
8953,8954,Ptocheuusa scholastica,"(Walsingham, 1903)",species,,Ptocheuusa,,scholastica,,,,,ICZN,,,
8954,8954,Apodia scholastica,"Walsingham, 1903",species,,Apodia,,scholastica,,6917,,,ICZN,,,
8955,8955,Ptocheuusa sublutella,"Christoph, 1872",species,,Ptocheuusa,,sublutella,,6918,,,ICZN,,,
8956,8956,Ptycerata,"Ely, 1910",genus,Ptycerata,,,,,6919,,,ICZN,,,
8957,8957,Ptycerata busckella,"Ely, 1910",species,,Ptycerata,,busckella,,6920,,,ICZN,,,
8958,8958,Ptychovalva,"Janse, 1958",genus,Ptychovalva,,,,,6921,,,ICZN,,,
8959,8960,Ptychovalva galatea,"(Meyrick, 1926)",species,,Ptychovalva,,galatea,,6922,,,ICZN,,,
8960,8960,Gelechia galatea,"Meyrick, 1926",species,,Gelechia,,galatea,,6923,,,ICZN,,,
8961,8962,Ptychovalva obruta,"(Meyrick, 1921)",species,,Ptychovalva,,obruta,,,,,ICZN,,,
8962,8962,Gelechia obruta,"Meyrick, 1921",species,,Gelechia,,obruta,,6924,,,ICZN,,,
8963,8964,Ptychovalva trigella,"(Zeller, 1852)",species,,Ptychovalva,,trigella,,,,,ICZN,,,
8964,8964,Brachmia trigella,"Zeller, 1852",species,,Brachmia,,trigella,,6925,,,ICZN,,,
8965,8965,Pubitelphusa,"Lee & Brown, 2013",genus,Pubitelphusa,,,,,6926,,,ICZN,,,
8966,8967,Pubitelphusa latifasciella,"(Chambers, 1875)",species,,Pubitelphusa,,latifasciella,,,,,ICZN,,,
8967,8967,Gelechia latifasciella,"Chambers, 1875",species,,Gelechia,,latifasciella,,6927,,,ICZN,,,
8968,8969,Pubitelphusa trigonalis,"(Park & Ponomarenko, 2007)",species,,Pubitelphusa,,trigonalis,,,,,ICZN,,,
8969,8969,Concubina trigonalis,"Park & Ponomarenko, 2007",species,,Concubina,,trigonalis,,6928,,,ICZN,,,
8970,8970,Pycnobathra,"Lower, 1901",genus,Pycnobathra,,,,,6929,,,ICZN,,,
8971,8971,Pycnobathra achroa,"Lower, 1901",species,,Pycnobathra,,achroa,,6930,,,ICZN,,,
8972,8973,Pycnobathra acromelas,"(Turner, 1919)",species,,Pycnobathra,,acromelas,,,,,ICZN,,,
8973,8973,Nothris acromelas,"Turner, 1919",species,,Nothris,,acromelas,,6931,,,ICZN,,,
8974,8975,Pycnobathra aenictodes,"(Turner, 1919)",species,,Pycnobathra,,aenictodes,,6932,,,ICZN,,,
8975,8975,Megacraspedus aenictodes,"Turner, 1919",species,,Megacraspedus,,aenictodes,,6933,,,ICZN,,,
8976,8977,Pycnobathra aphileta,"(Meyrick, 1904)",species,,Pycnobathra,,aphileta,,6934,,,ICZN,,,
8977,8977,Megacraspedus aphileta,"Meyrick, 1904",species,,Megacraspedus,,aphileta,,6935,,,ICZN,,,
8978,8979,Pycnobathra astemphella,"(Meyrick, 1904)",species,,Pycnobathra,,astemphella,,6936,,,ICZN,,,
8979,8979,Megacraspedus astemphella,"Meyrick, 1904",species,,Megacraspedus,,astemphella,,6937,,,ICZN,,,
8980,8981,Pycnobathra centrosema,"(Meyrick, 1904)",species,,Pycnobathra,,centrosema,,6938,,,ICZN,,,
8981,8981,Megacraspedus centrosema,"Meyrick, 1904",species,,Megacraspedus,,centrosema,,6939,,,ICZN,,,
8982,8983,Pycnobathra chalcoscia,"(Meyrick, 1904)",species,,Pycnobathra,,chalcoscia,,6940,,,ICZN,,,
8983,8983,Megacraspedus chalcoscia,"Meyrick, 1904",species,,Megacraspedus,,chalcoscia,,6941,,,ICZN,,,
8984,8985,Pycnobathra clavata,"(Meyrick, 1914)",species,,Pycnobathra,,clavata,,6942,,,ICZN,,,
8985,8985,Aristotelia clavata,"Meyrick, 1914",species,,Aristotelia,,clavata,,6943,,,ICZN,,,
8986,8987,Pycnobathra coniodes,"(Meyrick, 1904)",species,,Pycnobathra,,coniodes,,6944,,,ICZN,,,
8987,8987,Megacraspedus coniodes,"Meyrick, 1904",species,,Megacraspedus,,coniodes,,6945,,,ICZN,,,
8988,8989,Pycnobathra dryozona,"(Meyrick, 1916)",species,,Pycnobathra,,dryozona,,6946,,,ICZN,,,
8989,8989,Epithectis dryozona,"Meyrick, 1916",species,,Epithectis,,dryozona,,6947,,,ICZN,,,
8990,8991,Pycnobathra euxena,"(Meyrick, 1904)",species,,Pycnobathra,,euxena,,6948,,,ICZN,,,
8991,8991,Megacraspedus euxena,"Meyrick, 1904",species,,Megacraspedus,,euxena,,6949,,,ICZN,,,
8992,8993,Pycnobathra hoplitis,"(Meyrick, 1904)",species,,Pycnobathra,,hoplitis,,6950,,,ICZN,,,
8993,8993,Megacraspedus hoplitis,"Meyrick, 1904",species,,Megacraspedus,,hoplitis,,6951,,,ICZN,,,
8994,8994,Pycnobathra inficeta,"Meyrick, 1904",species,,Pycnobathra,,inficeta,,6952,,,ICZN,,,
8995,8995,Megacraspedus inficeta,"Meyrick, 1904",species,,Megacraspedus,,inficeta,,6953,,,ICZN,,,
8996,8997,Pycnobathra ischnota,"(Meyrick, 1904)",species,,Pycnobathra,,ischnota,,6954,,,ICZN,,Four of the six syntypes in BMNH.,
8997,8997,Megacraspedus ischnota,"Meyrick, 1904",species,,Megacraspedus,,ischnota,,6955,,,ICZN,,,
8998,8999,Pycnobathra isotis,"(Meyrick, 1904)",species,,Pycnobathra,,isotis,,6956,,,ICZN,,,
8999,8999,Megacraspedus isotis,"Meyrick, 1904",species,,Megacraspedus,,isotis,,6957,,,ICZN,,,
9000,9001,Pycnobathra melitopis,"(Meyrick, 1904)",species,,Pycnobathra,,melitopis,,6958,,,ICZN,,,
9001,9001,Megacraspedus melitopis,"Meyrick, 1904",species,,Megacraspedus,,melitopis,,6959,,,ICZN,,,
9002,9003,Pycnobathra mycetinopa,"(Meyrick, 1934)",species,,Pycnobathra,,mycetinopa,,6960,,,ICZN,,New combination from Hypatima,
9003,9003,Chelaria mycetinopa,"Meyrick, 1934",species,,Chelaria,,mycetinopa,,6961,,,ICZN,,,
9004,9004,Chelaria myctinopa,"Gaede, 1937",species,,Chelaria,,myctinopa,,6962,,,ICZN,,,
9005,9006,Pycnobathra niphodes,"(Lower, 1897)",species,,Pycnobathra,,niphodes,,6963,,,ICZN,,,
9006,9006,Eutorna niphodes,"Lower, 1897",species,,Eutorna,,niphodes,,6964,,,ICZN,,,
9007,9008,Pycnobathra oxyphanes,"(Meyrick, 1904)",species,,Pycnobathra,,oxyphanes,,6965,,,ICZN,,,
9008,9008,Megacraspedus oxyphanes,"Meyrick, 1904",species,,Megacraspedus,,oxyphanes,,6966,,,ICZN,,,
9009,9010,Pycnobathra pityritis,"(Meyrick, 1904)",species,,Pycnobathra,,pityritis,,6967,,,ICZN,,,
9010,9010,Megacraspedus pityritis,"Meyrick, 1904",species,,Megacraspedus,,pityritis,,6968,,,ICZN,,,
9011,9012,Pycnobathra platyleuca,"(Meyrick, 1904)",species,,Pycnobathra,,platyleuca,,6969,,,ICZN,,,
9012,9012,Megacraspedus platyleuca,"Meyrick, 1904",species,,Megacraspedus,,platyleuca,,6970,,,ICZN,,,
9013,9014,Pycnobathra popularis,"(Meyrick, 1904)",species,,Pycnobathra,,popularis,,6971,,,ICZN,,,
9014,9014,Megacraspedus popularis,"Meyrick, 1904",species,,Megacraspedus,,popularis,,6972,,,ICZN,,,
9015,9016,Pycnobathra sclerotricha,"(Meyrick, 1904)",species,,Pycnobathra,,sclerotricha,,6973,,,ICZN,,,
9016,9016,Megacraspedus sclerotricha,"Meyrick, 1904",species,,Megacraspedus,,sclerotricha,,6974,,,ICZN,,,
9017,9017,Megacraspedus selerotricha,"Turner, 1939",species,,Megacraspedus,,selerotricha,,6975,,,ICZN,,,
9018,9019,Pycnobathra sematacma,"(Meyrick, 1921)",species,,Pycnobathra,,sematacma,,6976,,,ICZN,,,
9019,9019,Megacraspedus sematacma,"Meyrick, 1921",species,,Megacraspedus,,sematacma,,6977,,,ICZN,,,
9020,9021,Pycnobathra stratimera,"(Lower, 1897)",species,,Pycnobathra,,stratimera,,6978,,,ICZN,,,
9021,9021,Eutorna stratimera,"Lower, 1897",species,,Eutorna,,stratimera,,6979,,,ICZN,,,
9022,9023,Pycnobathra trachymorpha,"(Meyrick, 1927)",species,,Pycnobathra,,trachymorpha,,6980,,,ICZN,,New combination from Hypatima,
9023,9023,Chelaria trachymorpha,"Meyrick, 1927",species,,Chelaria,,trachymorpha,,6981,,,ICZN,,,
9024,9024,Pycnodytis,"Meyrick, 1918",genus,Pycnodytis,,,,,6982,,,ICZN,,,
9025,9025,Pycnodytis erebaula,"Meyrick, 1918",species,,Pycnodytis,,erebaula,,6983,,,ICZN,,,
9026,9026,Pycnodytis irrigata,"Meyrick, 1918",species,,Pycnodytis,,irrigata,,6984,,,ICZN,,,
9027,9027,Pyncostola,"Meyrick, 1917",genus,Pyncostola,,,,,6985,,,ICZN,,,
9028,9028,Pynocstola,"Meyrick, 1918",genus,Pynocstola,,,,,6986,,,ICZN,,,
9029,9029,Pycnostola,"Meyrick, 1918",genus,Pycnostola,,,,,6987,,,ICZN,,,
9030,9030,Pyncostola abnormalis,"Janse, 1950",species,,Pyncostola,,abnormalis,,,,,ICZN,,,
9031,9031,Pycnostola abnormalis,"Janse, 1950",species,,Pycnostola,,abnormalis,,6988,,,ICZN,,,
9032,9033,Pyncostola actias,"(Meyrick, 1904)",species,,Pyncostola,,actias,,,,,ICZN,,,
9033,9033,Paltodora actias,"Meyrick, 1904",species,,Paltodora,,actias,,6989,,,ICZN,,,
9034,9034,Pyncostola albicolorella,"Janse, 1950",species,,Pyncostola,,albicolorella,,,,,ICZN,,,
9035,9035,Pycnostola albicolorella,"Janse, 1950",species,,Pycnostola,,albicolorella,,6990,,,ICZN,,,
9036,9037,Pyncostola alloea,"(Janse, 1960)",species,,Pyncostola,,alloea,,,,,ICZN,,,
9037,9037,Pycnostola alloea,"Janse, 1960",species,,Pycnostola,,alloea,,6991,,,ICZN,,,
9038,9038,Pyncostola auturga,"Meyrick, 1921",species,,Pyncostola,,auturga,,,,,ICZN,,,
9039,9039,Pycnostola auturga,"Meyrick, 1921",species,,Pycnostola,,auturga,,6992,,,ICZN,,,
9040,9041,Pyncostola bohemiella,"(Nickerl, 1864)",species,,Pyncostola,,bohemiella,,,,,ICZN,,,
9041,9041,Cleodora bohemiella,"Nickerl, 1864",species,,Cleodora,,bohemiella,,6993,,,ICZN,,,
9042,9042,Paltodora bohemiella var. tunesiella,"Chrétien, 1915",variety,,Paltodora,,bohemiella,tunesiella,6994,,,ICZN,,,
9043,9043,Megacraspedus jablonkayi,"Gozmány, 1954",species,,Megacraspedus,,jablonkayi,,6995,,,ICZN,,,
9044,9044,Pyncostola celeris,"Meyrick, 1920",species,,Pyncostola,,celeris,,,,,ICZN,,,
9045,9045,Pycnostola celeris,"Meyrick, 1920",species,,Pycnostola,,celeris,,6996,,,ICZN,,,
9046,9046,Pyncostola crateraula,"Meyrick, 1918",species,,Pyncostola,,crateraula,,,,,ICZN,,,
9047,9047,Pycnostola crateraula,"Meyrick, 1918",species,,Pycnostola,,crateraula,,6997,,,ICZN,,,
9048,9048,Pyncostola dicksoni,"Janse, 1950",species,,Pyncostola,,dicksoni,,,,,ICZN,,,
9049,9049,Pycnostola dicksoni,"Janse, 1950",species,,Pycnostola,,dicksoni,,6998,,,ICZN,,,
9050,9050,Pyncostola flavostriga,"Janse, 1950",species,,Pyncostola,,flavostriga,,,,,ICZN,,,
9051,9051,Pycnostola flavostriga,"Janse, 1950",species,,Pycnostola,,flavostriga,,6999,,,ICZN,,,
9052,9052,Pyncostola fusca,"Janse, 1950",species,,Pyncostola,,fusca,,,,,ICZN,,,
9053,9053,Pycnostola fusca,"Janse, 1950",species,,Pycnostola,,fusca,,7000,,,ICZN,,,
9054,9054,Pyncostola fuscofascia,"Janse, 1950",species,,Pyncostola,,fuscofascia,,,,,ICZN,,,
9055,9055,Pycnostola fuscofascia,"Janse, 1950",species,,Pycnostola,,fuscofascia,,7001,,,ICZN,,,
9056,9056,Pyncostola grandicornuta,"Bidzilya & Mey, 2011",species,,Pyncostola,,grandicornuta,,7002,,,ICZN,,,
9057,9058,Pyncostola hiberna,"(Meyrick, 1912)",species,,Pyncostola,,hiberna,,,,,ICZN,,,
9058,9058,Paltodora hiberna,"Meyrick, 1912",species,,Paltodora,,hiberna,,7003,,,ICZN,,,
9059,9060,Pyncostola illuminata,"(Meyrick, 1913)",species,,Pyncostola,,illuminata,,,,,ICZN,,,
9060,9060,Paltodora illuminata,"Meyrick, 1913",species,,Paltodora,,illuminata,,7004,,,ICZN,,,
9061,9062,Pyncostola invida,"(Meyrick, 1911)",species,,Pyncostola,,invida,,,,,ICZN,,,
9062,9062,Paltodora invida,"Meyrick, 1911",species,,Paltodora,,invida,,7005,,,ICZN,,,
9063,9064,Pyncostola iospila,"(Meyrick, 1909)",species,,Pyncostola,,iospila,,,,,ICZN,,,
9064,9064,Paltodora iospila,"Meyrick, 1909",species,,Paltodora,,iospila,,7006,,,ICZN,,,
9065,9065,Pyncostola lacteata,"Janse, 1950",species,,Pyncostola,,lacteata,,,,,ICZN,,,
9066,9066,Pycnostola lacteata,"Janse, 1950",species,,Pycnostola,,lacteata,,7007,,,ICZN,,,
9067,9068,Pyncostola magnanima,"(Meyrick, 1912)",species,,Pyncostola,,magnanima,,,,,ICZN,,,
9068,9068,Paltodora magnanima,"Meyrick, 1912",species,,Paltodora,,magnanima,,7008,,,ICZN,,,
9069,9070,Pyncostola melanatracta,"(Meyrick, 1910)",species,,Pyncostola,,melanatracta,,,,,ICZN,,,
9070,9070,Paltodora melanatracta,"Meyrick, 1910",species,,Paltodora,,melanatracta,,7009,,,ICZN,,,
9071,9071,Pyncostola merista,"Meyrick, 1918",species,,Pyncostola,,merista,,,,,ICZN,,,
9072,9072,Pycnostola merista,"Meyrick, 1918",species,,Pycnostola,,merista,,7010,,,ICZN,,,
9073,9073,Pyncostola monophanes,"Janse, 1960",species,,Pyncostola,,monophanes,,,,,ICZN,,,
9074,9074,Pycnostola monophanes,"Janse, 1960",species,,Pycnostola,,monophanes,,7011,,,ICZN,,,
9075,9075,Pyncostola nigrinotata,"Janse, 1950",species,,Pyncostola,,nigrinotata,,,,,ICZN,,,
9076,9076,Pycnostola nigrinotata,"Janse, 1950",species,,Pycnostola,,nigrinotata,,7012,,,ICZN,,,
9077,9077,Pyncostola ochraula,"Meyrick, 1918",species,,Pyncostola,,ochraula,,,,,ICZN,,,
9078,9078,Pycnostola ochraula,"Meyrick, 1918",species,,Pycnostola,,ochraula,,7013,,,ICZN,,,
9079,9079,Pyncostola oeconomica,"Meyrick, 1920",species,,Pyncostola,,oeconomica,,,,,ICZN,,,
9080,9080,Pycnostola oeconomica,"Meyrick, 1920",species,,Pycnostola,,oeconomica,,7014,,,ICZN,,,
9081,9082,Pyncostola operosa,"(Meyrick, 1909)",species,,Pyncostola,,operosa,,,,,ICZN,,,
9082,9082,Paltodora operosa,"Meyrick, 1909",species,,Paltodora,,operosa,,7015,,,ICZN,,,
9083,9083,Pyncostola sperosa,"Meyrick, 1917",species,,Pyncostola,,sperosa,,7016,,,ICZN,,,
9084,9084,Pyncostola pachyacma,"Meyrick, 1926",species,,Pyncostola,,pachyacma,,,,,ICZN,,,
9085,9085,Pycnostola pachyacma,"Meyrick, 1926",species,,Pycnostola,,pachyacma,,7017,,,ICZN,,,
9086,9086,Pycnostola pachyacmon,"Gaede, 1937",species,,Pycnostola,,pachyacmon,,7018,,,ICZN,,,
9087,9088,Pyncostola pammacha,"(Meyrick, 1913)",species,,Pyncostola,,pammacha,,,,,ICZN,,,
9088,9088,Paltodora pammacha,"Meyrick, 1913",species,,Paltodora,,pammacha,,7019,,,ICZN,,,
9089,9090,Pyncostola pentacentra,"(Meyrick, 1912)",species,,Pyncostola,,pentacentra,,,,,ICZN,,,
9090,9090,Paltodora pentacentra,"Meyrick, 1912",species,,Paltodora,,pentacentra,,7020,,,ICZN,,,
9091,9091,Pyncostola perlustrata,"Meyrick, 1920",species,,Pyncostola,,perlustrata,,,,,ICZN,,,
9092,9092,Pycnostola perlustrata,"Meyrick, 1920",species,,Pycnostola,,perlustrata,,7021,,,ICZN,,,
9093,9093,Pyncostola powelli,"Janse, 1950",species,,Pyncostola,,powelli,,,,,ICZN,,,
9094,9094,Pycnostola powelli,"Janse, 1950",species,,Pycnostola,,powelli,,7022,,,ICZN,,,
9095,9096,Pyncostola sciopola,"(Meyrick, 1904)",species,,Pyncostola,,sciopola,,,,,ICZN,,,
9096,9096,Paltodora sciopola,"Meyrick, 1904",species,,Paltodora,,sciopola,,7023,,,ICZN,,,
9097,9098,Pyncostola semnochroa,"(Meyrick, 1913)",species,,Pyncostola,,semnochroa,,,,,ICZN,,,
9098,9098,Paltodora semnochroa,"Meyrick, 1913",species,,Paltodora,,semnochroa,,7024,,,ICZN,,,
9099,9100,Pyncostola stalactis,"(Meyrick, 1904)",species,,Pyncostola,,stalactis,,,,,ICZN,,,
9100,9100,Paltodora stalactis,"Meyrick, 1904",species,,Paltodora,,stalactis,,7025,,,ICZN,,,
9101,9102,Pyncostola suffusellus,"(Walsingham, 1891)",species,,Pyncostola,,suffusellus,,,,,ICZN,,,
9102,9102,Megacraspedus suffusellus,"Walsingham, 1891",species,,Megacraspedus,,suffusellus,,7026,,,ICZN,,,
9103,9103,Pyncostola tanylopha,"Janse, 1960",species,,Pyncostola,,tanylopha,,,,,ICZN,,,
9104,9104,Pycnostola tanylopha,"Janse, 1960",species,,Pycnostola,,tanylopha,,7027,,,ICZN,,,
9105,9105,Pyncostola variegata,"Janse, 1950",species,,Pyncostola,,variegata,,,,,ICZN,,,
9106,9106,Pycnostola variegata,"Janse, 1950",species,,Pycnostola,,variegata,,7028,,,ICZN,,,
9107,9107,Pycnostola varigata,"Janse, 1948",species,,Pycnostola,,varigata,,7029,,,ICZN,,,
9108,9108,Pyncostola veronica,"Janse, 1950",species,,Pyncostola,,veronica,,,,,ICZN,,,
9109,9109,Pycnostola veronica,"Janse, 1950",species,,Pycnostola,,veronica,,7030,,,ICZN,,,
9110,9110,Radionerva,"Janse, 1951",genus,Radionerva,,,,,7031,,,ICZN,,,
9111,9112,Radionerva collecta,"(Meyrick, 1921)",species,,Radionerva,,collecta,,,,,ICZN,,,
9112,9112,Apatetris collecta,"Meyrick, 1921",species,,Apatetris,,collecta,,7032,,,ICZN,,,
9113,9113,Recurvaria,"Haworth, 1828",genus,Recurvaria,,,,,7033,,,ICZN,,"Register [2]., by subsequent designation by Westwood, 1840 Introd. mod. Classif. Insects 2 (Synopsis Genera Br. Insects): 111. A junior homonym of Telea Hübner, [1819] (Lepidoptera, Saturniidae); the objective replacement name is Aphanaula Meyrick, 1895, itself a junior subjective synonym of Recurvaria Haworth, 1828.",
9114,9114,Lita,"Kollar, 1832",genus,Lita,,,,,7034,,,ICZN,,,
9115,9115,Telea,"Stephens, 1834",genus,Telea,,,,,7035,,,ICZN,,,
9116,9116,Aphanaula,"Meyrick, 1895",genus,Aphanaula,,,,,7036,,,ICZN,,,
9117,9117,Hinnebergia,"Spuler, 1910",genus,Hinnebergia,,,,,7037,,,ICZN,,,
9118,9119,Recurvaria chalybeichroa,"(Walsingham, 1897)",species,,Recurvaria,,chalybeichroa,,,,,ICZN,,,
9119,9119,Eucatoptus chalybeichroa,"Walsingham, 1897",species,,Eucatoptus,,chalybeichroa,,7038,,,ICZN,,,
9120,9120,Aristotelia chalybochroa,"Meyrick, 1925",species,,Aristotelia,,chalybochroa,,7039,,,ICZN,,,
9121,9121,Recurvaria cinerella,"Chrétien, 1908",species,,Recurvaria,,cinerella,,7040,,,ICZN,,,
9122,9123,Recurvaria comprobata,"(Meyrick, 1935)",species,,Recurvaria,,comprobata,,,,,ICZN,,,
9123,9123,Telphusa comprobata,"Meyrick, 1935",species,,Telphusa,,comprobata,,7041,,,ICZN,,,
9124,9124,Recurvaria consimilis,"Braun, 1930",species,,Recurvaria,,consimilis,,7042,,,ICZN,,,
9125,9125,Recurvaria costimaculella,"Huemer & Karsholt, 2001",species,,Recurvaria,,costimaculella,,7043,,,ICZN,,,
